ID,FirstName,LastName,GivenName,BirthCity,BirthState,BirthCountry,BirthDate,Bats,Throws,Weight,Height,Debut
244,Yonder,Alonso,Yonder,La Habana,La Habana,Cuba,1987-04-08,L,R,230.0,73.0,2010-09-01
245,Felipe,Alou,Felipe Rojas,Bajos de Haina,San Cristobal,D.R.,1935-05-12,R,R,195.0,72.0,1958-06-08
246,Jesus,Alou,Jesus Maria Rojas,Bajos de Haina,San Cristobal,D.R.,1942-03-24,R,R,190.0,74.0,1963-09-10
247,Matty,Alou,Mateo Rojas,Bajos de Haina,San Cristobal,D.R.,1938-12-22,L,L,160.0,69.0,1960-09-26
248,Moises,Alou,Moises Rojas,Atlanta,GA,USA,1966-07-03,R,R,185.0,75.0,1990-07-26
249,Whitey,Alpermann,Charles Augustus,Etna,PA,USA,1879-11-10,R,R,180.0,70.0,1906-04-13
250,Dell,Alston,Wendell,Valhalla,NY,USA,1952-09-22,L,R,180.0,72.0,1977-05-17
251,Garvin,Alston,Garvin James,Mount Vernon,NY,USA,1971-12-08,R,R,185.0,74.0,1996-06-06
252,Tom,Alston,Thomas Edison,Greensboro,NC,USA,1926-01-31,L,R,210.0,77.0,1954-04-13
253,Walter,Alston,Walter Emmons,Venice,OH,USA,1911-12-01,R,R,195.0,74.0,1936-09-27
254,Porfi,Altamirano,Porfirio,Ciudad Dario,Matagalpa,Nicaragua,1952-05-17,R,R,175.0,72.0,1982-05-09
255,Ernie,Alten,Ernest Matthias,Avon,OH,USA,1894-12-01,R,L,175.0,72.0,1920-04-17
256,Jesse,Altenburg,Jesse Howard,Ashley,MI,USA,1893-01-02,L,R,158.0,69.0,1916-09-19
257,Aaron,Altherr,Aaron Samuel,Landstuhl,Rheinland-Pfalz,Germany,1991-01-14,R,R,215.0,77.0,2014-06-16
258,Dave,Altizer,David Tilden,Pearl,IL,USA,1876-11-06,L,R,160.0,70.0,1906-05-29
259,George,Altman,George Lee,Goldsboro,NC,USA,1933-03-20,L,R,200.0,76.0,1959-04-11
260,Joe,Altobelli,Joseph Salvatore,Detroit,MI,USA,1932-05-26,L,L,185.0,72.0,1955-04-14
261,Nick,Altrock,Nicholas,Cincinnati,OH,USA,1876-09-15,B,L,197.0,70.0,1898-07-14
262,Jose,Altuve,Jose Carlos,Maracay,Aragua,Venezuela,1990-05-06,R,R,165.0,66.0,2011-07-20
263,George,Alusik,George Joseph,Ashley,PA,USA,1935-02-11,R,R,175.0,75.0,1958-09-11
264,Abe,Alvarez,Abraham,Los Angeles,CA,USA,1982-10-17,L,L,190.0,74.0,2004-07-22
265,Clemente,Alvarez,Clemente Rafael,Guanta,Anzoategui,Venezuela,1968-05-18,R,R,180.0,71.0,2000-09-19
266,Dario,Alvarez,Dario Rafael,Santiago,Santiago,D.R.,1989-01-17,L,L,170.0,73.0,2014-09-03
267,Dariel,Alvarez,Dariel,Camaguey,,Cuba,1988-11-07,R,R,180.0,74.0,2015-08-28
268,Gabe,Alvarez,Gabriel de Jesus,Navojoa,Sonora,Mexico,1974-03-06,R,R,185.0,73.0,1998-06-22
269,Henderson,Alvarez,Henderson Javier,Valencia,Carabobo,Venezuela,1990-04-18,R,R,205.0,72.0,2011-08-10
270,Jose,Alvarez,Jose Lino,Tampa,FL,USA,1956-04-12,R,R,170.0,70.0,1981-10-01
271,Jose,Alvarez,Jose Ricardo,Barcelona,Anzoategui,Venezuela,1989-05-06,L,L,180.0,71.0,2013-06-09
272,Juan,Alvarez,Juan M.,Coral Gables,FL,USA,1973-08-09,L,L,180.0,73.0,1999-09-01
273,Luis,Alvarado,Luis Cesar,Lajas,,P.R.,1949-01-15,R,R,162.0,69.0,1968-09-13
274,Orlando,Alvarez,Jesus Manuel Orlando,Rio Grande,,P.R.,1952-02-28,R,R,165.0,72.0,1973-09-01
275,Ossie,Alvarez,Oswaldo,Bolondron,,Cuba,1933-10-19,R,R,165.0,70.0,1958-04-19
276,Pedro,Alvarez,Pedro Manuel,Santo Domingo,Distrito Nacional,D.R.,1987-02-06,L,R,250.0,75.0,2010-06-16
277,R. J.,Alvarez,Roy Emilio,West Palm Beach,FL,USA,1991-06-08,R,R,225.0,74.0,2014-09-03
278,Rogelio,Alvarez,Rogelio,Pinar del Rio,Pinar del Rio,Cuba,1938-04-18,R,R,183.0,71.0,1960-09-18
279,Tavo,Alvarez,Cesar Octavio,Ciudad Obregon,Sonora,Mexico,1971-11-25,R,R,245.0,75.0,1995-08-21
280,Tony,Alvarez,Antonio Enrique,Caracas,Distrito Federal,Venezuela,1979-05-10,R,R,200.0,73.0,2002-09-04
281,Victor,Alvarez,Victor Aurelio,Culiacan,Sinaloa,Mexico,1976-11-08,L,L,150.0,70.0,2002-07-30
282,Wilson,Alvarez,Wilson Eduardo,Maracaibo,Zulia,Venezuela,1970-03-24,L,L,175.0,73.0,1989-07-24
283,Max,Alvis,Roy Maxwell,Jasper,TX,USA,1938-02-02,R,R,185.0,71.0,1962-09-11
284,Billy,Alvord,William Crawford,St. Louis,MO,USA,1863-08-10,R,R,187.0,70.0,1885-04-30
285,Brant,Alyea,Garrabrant Ryerson,Passaic,NJ,USA,1940-12-08,R,R,215.0,75.0,1965-09-11
286,Joey,Amalfitano,John Joseph,San Pedro,CA,USA,1934-01-23,R,R,175.0,71.0,1954-05-02
287,Rich,Amaral,Richard Louis,Visalia,CA,USA,1962-04-01,R,R,175.0,72.0,1991-05-27
288,Alexi,Amarista,Alexi Jose,Barcelona,Anzoategui,Venezuela,1989-04-06,L,R,160.0,66.0,2011-04-26
289,Ruben,Amaro,Ruben,Nuevo Laredo,Tamaulipas,Mexico,1936-01-06,R,R,170.0,71.0,1958-06-29
290,Ruben,Amaro,Ruben,Philadelphia,PA,USA,1965-02-12,B,R,170.0,70.0,1991-06-08
291,Wayne,Ambler,Wayne Harper,Abington,PA,USA,1915-11-08,R,R,165.0,68.0,1937-06-04
292,Chip,Ambres,Raymond Payne,Beaumont,TX,USA,1979-12-19,R,R,190.0,73.0,2005-07-20
293,Hector,Ambriz,Hector,Orange,CA,USA,1984-05-24,L,R,235.0,74.0,2010-04-30
294,Ed,Amelung,Edward Allen,Fullerton,CA,USA,1959-04-13,L,L,180.0,71.0,1984-07-28
295,Red,Ames,Leon Kessling,Warren,OH,USA,1882-08-02,B,R,185.0,70.0,1903-09-14
296,Steve,Ames,Steven C.,Vancouver,WA,USA,1988-03-15,R,R,205.0,73.0,2013-07-30
297,Alfredo,Amezaga,Alfredo,Ciudad Obregon,Sonora,Mexico,1978-01-16,B,R,165.0,71.0,2002-05-24
298,Doc,Amole,Morris F.,Coatesville,PA,USA,1874-01-01,R,L,165.0,69.0,1897-08-19
299,Sandy,Amoros,Edmundo,La Habana,La Habana,Cuba,1930-01-30,L,L,170.0,67.0,1952-08-22
300,Vicente,Amor,Vicente,La Habana,La Habana,Cuba,1932-08-08,R,R,182.0,75.0,1955-04-16
301,Walter,Ancker,Walter,New York,NY,USA,1893-04-10,R,R,190.0,73.0,1915-09-03
302,Alf,Anderson,Alfred Walton,Gainesville,GA,USA,1914-01-28,R,R,165.0,71.0,1941-04-20
303,Allan,Anderson,Allan Lee,Lancaster,OH,USA,1964-01-07,L,L,178.0,71.0,1986-06-11
304,Andy,Anderson,Andy Holm,Bremerton,WA,USA,1922-11-13,R,R,172.0,71.0,1948-05-10
305,Bill,Anderson,William Edward,Boston,MA,USA,1895-11-28,R,L,165.0,73.0,1925-09-10
306,Bob,Anderson,Robert Carl,East Chicago,IN,USA,1935-09-29,R,R,210.0,76.0,1957-07-31
307,Brady,Anderson,Brady Kevin,Silver Spring,MD,USA,1964-01-18,L,L,170.0,73.0,1988-04-04
308,Brian,Anderson,Brian James,Portsmouth,VA,USA,1972-04-26,L,L,190.0,73.0,1993-09-10
309,Brian,Anderson,Brian Nikola,Tucson,AZ,USA,1982-03-11,R,R,220.0,74.0,2005-08-16
310,Brett,Anderson,Brett Franklin,Midland,TX,USA,1988-02-01,L,L,240.0,75.0,2009-04-10
311,Bryan,Anderson,Bryan Douglas,Thousand Oaks,CA,USA,1986-12-16,L,R,200.0,73.0,2010-04-15
312,Bud,Anderson,Karl Adam,Westbury,NY,USA,1956-05-27,R,R,210.0,75.0,1982-06-11
313,Chase,Anderson,Robert Chase,Wichita Falls,TX,USA,1987-11-30,R,R,194.0,73.0,2014-05-11
314,Cody,Anderson,Cody Andrew,Quincy,CA,USA,1990-09-14,R,R,240.0,76.0,2015-06-21
315,Craig,Anderson,Norman Craig,Washington,DC,USA,1938-07-01,R,R,205.0,74.0,1961-06-23
316,Dave,Anderson,David S.,Chester,PA,USA,1868-10-10,,L,,,1889-08-24
317,Dave,Anderson,David Carter,Louisville,KY,USA,1960-08-01,R,R,185.0,74.0,1983-05-08
318,Drew,Anderson,Drew Thomas,Kearney,NE,USA,1981-06-09,L,R,195.0,74.0,2006-09-11
319,Dwain,Anderson,Dwain Cleaven,Oakland,CA,USA,1947-11-23,R,R,165.0,71.0,1971-09-03
320,Ferrell,Anderson,Ferrell Jack,Maple City,KS,USA,1918-01-09,R,R,200.0,73.0,1946-04-16
321,Fred,Anderson,John Frederick,Calahan,NC,USA,1885-12-11,R,R,180.0,74.0,1909-09-25
322,Garret,Anderson,Garret Joseph,Los Angeles,CA,USA,1972-06-30,L,L,190.0,75.0,1994-07-27
323,George,Anderson,George Jendrus,Cleveland,OH,USA,1889-09-26,L,R,160.0,68.0,1914-05-26
324,Goat,Anderson,Edward John,Cleveland,OH,USA,1880-01-13,L,R,,,1907-04-11
325,Hal,Anderson,Harold,St. Louis,MO,USA,1904-02-10,R,R,160.0,71.0,1932-04-12
326,Harry,Anderson,Harry Walter,North East,MD,USA,1931-09-10,L,R,205.0,75.0,1957-04-18
327,Jason,Anderson,Jason Roger,Danville,IL,USA,1979-06-09,L,R,188.0,72.0,2003-03-31
328,Jim,Anderson,James Lea,Los Angeles,CA,USA,1957-02-23,R,R,170.0,72.0,1978-07-02
329,Jimmy,Anderson,James Drew,Portsmouth,VA,USA,1976-01-22,L,L,195.0,73.0,1999-07-04
330,John,Anderson,John Joseph,Sarpsborg,,Norway,1873-12-14,B,R,180.0,74.0,1894-09-08
331,John,Anderson,John Charles,St. Paul,MN,USA,1929-11-23,R,R,190.0,73.0,1958-08-17
332,Josh,Anderson,Joshua Aaron,Somerset,KY,USA,1982-08-10,L,R,195.0,74.0,2007-09-02
333,Kent,Anderson,Kent McKay,Florence,SC,USA,1963-08-12,R,R,180.0,73.0,1989-04-15
334,Larry,Anderson,Lawrence Dennis,Maywood,CA,USA,1952-12-03,R,R,190.0,75.0,1974-09-25
335,Larry,Andersen,Larry Eugene,Portland,OR,USA,1953-05-06,R,R,200.0,75.0,1975-09-05
336,Lars,Anderson,Lars Eric,Oakland,CA,USA,1987-09-25,L,L,215.0,76.0,2010-09-06
337,Matt,Anderson,Matthew Jason,Louisville,KY,USA,1976-08-17,R,R,200.0,76.0,1998-06-25
338,Marlon,Anderson,Marlon Ordell,Montgomery,AL,USA,1974-01-06,L,R,190.0,70.0,1998-09-08
339,Mike,Anderson,Michael Allen,Florence,SC,USA,1951-06-22,R,R,200.0,74.0,1971-09-02
340,Mike,Anderson,Michael James,Austin,TX,USA,1966-07-30,R,R,200.0,75.0,1993-09-07
341,Red,Anderson,Arnold Revola,Lawton,IA,USA,1912-06-19,R,R,210.0,75.0,1937-09-19
342,Rick,Anderson,Richard Lee,Inglewood,CA,USA,1953-12-25,R,R,210.0,74.0,1979-09-18
343,Rick,Anderson,Richard Arlen,Everett,WA,USA,1956-11-29,R,R,175.0,72.0,1986-06-09
344,Scott,Anderson,Scott Richard,Corvallis,OR,USA,1962-08-01,R,R,190.0,78.0,1987-04-08
345,Sparky,Anderson,George Lee,Bridgewater,SD,USA,1934-02-22,R,R,170.0,69.0,1959-04-10
346,Varney,Anderson,Warner Samuel,Geneva,IL,USA,1866-06-18,R,R,165.0,70.0,1889-08-01
347,Walter,Anderson,Walter Carl,Grand Rapids,MI,USA,1897-09-25,L,L,160.0,74.0,1917-05-14
348,Wingo,Anderson,Wingo Charlie,Lillian,TX,USA,1886-08-13,L,L,150.0,70.0,1910-04-16
349,Robert,Andino,Robert Lazaro,Miami,FL,USA,1984-04-25,R,R,195.0,72.0,2005-09-04
350,Steve,Andrade,Stephen Michael,Woodland,CA,USA,1978-02-06,R,R,220.0,73.0,2006-05-01
351,Clayton,Andrews,Clayton John,Dunedin,FL,USA,1978-05-15,R,L,175.0,72.0,2000-04-16
352,Ed,Andrews,George Edward,Painesville,OH,USA,1859-04-05,R,R,160.0,68.0,1884-05-01
353,Elbert,Andrews,Elbert DeVore,Greenwood,SC,USA,1901-12-11,L,R,175.0,72.0,1925-05-01
354,Ernie,Andres,Ernest Henry,Jeffersonville,IN,USA,1918-01-11,R,R,200.0,73.0,1946-04-16
355,Fred,Andrews,Fred,Lafayette,LA,USA,1952-05-04,R,R,163.0,68.0,1976-09-26
356,Hub,Andrews,Hubert,Burbank,OK,USA,1922-08-31,R,R,170.0,72.0,1947-04-20
357,Ivy,Andrews,Ivy Paul,Dora,AL,USA,1907-05-06,R,R,200.0,73.0,1931-08-15
358,Jim,Andrews,James Pratt,Shelburne Falls,MA,USA,1865-06-05,,,,,1890-04-19
359,John,Andre,John Edward,Brockton,MA,USA,1923-01-03,L,R,200.0,76.0,1955-04-16
360,John,Andrews,John Richard,Monterey Park,CA,USA,1949-02-09,L,L,175.0,70.0,1973-04-08
361,Kim,Andrew,Kim Darrell,Glendale,CA,USA,1953-11-14,R,R,160.0,70.0,1975-04-16
362,Mike,Andrews,Michael Jay,Los Angeles,CA,USA,1943-07-09,R,R,195.0,75.0,1966-09-18
363,Nate,Andrews,Nathan Hardy,Pembroke,NC,USA,1913-09-30,R,R,195.0,72.0,1937-05-01
364,Rob,Andrews,Robert Patrick,Santa Monica,CA,USA,1952-12-11,R,R,185.0,72.0,1975-04-07
365,Shane,Andrews,Darrell Shane,Dallas,TX,USA,1971-08-28,R,R,215.0,73.0,1995-04-26
366,Stan,Andrews,Stanley Joseph,Lynn,MA,USA,1917-04-17,R,R,178.0,71.0,1939-06-11
367,Wally,Andrews,William Walter,Philadelphia,PA,USA,1859-09-18,R,R,170.0,75.0,1884-05-22
368,Matt,Andriese,Matthew Lee,Redlands,CA,USA,1989-08-28,R,R,215.0,75.0,2015-04-10
369,Bill,Andrus,William Morgan,Beaumont,TX,USA,1907-07-25,R,R,185.0,72.0,1931-09-19
370,Elvis,Andrus,Elvis Augusto,Maracay,Aragua,Venezuela,1988-08-26,R,R,200.0,72.0,2009-04-06
371,Fred,Andrus,Frederick Hotham,Washington,MI,USA,1850-08-23,R,R,185.0,74.0,1876-07-25
372,Wyman,Andrus,William Wiman,Orono,ON,CAN,1858-10-14,,,155.0,66.0,1885-09-15
373,Joaquin,Andujar,Joaquin,San Pedro de Macoris,San Pedro de Macoris,D.R.,1952-12-21,B,R,170.0,72.0,1976-04-08
374,Luis,Andujar,Luis,Bani,Peravia,D.R.,1972-11-22,R,R,175.0,74.0,1995-09-08
375,Norm,Angelini,Norman Stanley,San Francisco,CA,USA,1947-09-24,L,L,175.0,71.0,1972-07-22
376,Matt,Angle,Matthew Ryan,Columbus,OH,USA,1985-09-10,L,R,185.0,69.0,2011-07-17
377,Tom,Angley,Thomas Samuel,Baltimore,MD,USA,1904-10-02,L,R,190.0,68.0,1929-04-23
378,Pat,Ankenman,Frederick Norman,Houston,TX,USA,1912-12-23,R,R,125.0,64.0,1936-04-16
379,Rick,Ankiel,Richard Alexander,Fort Pierce,FL,USA,1979-07-19,L,L,210.0,73.0,1999-08-23
380,Dean,Anna,Dean William,Glenwood,IL,USA,1986-11-24,L,R,180.0,71.0,2014-04-04
381,Bill,Annis,William Perley,Stoneham,MA,USA,1857-05-24,R,,150.0,67.0,1884-05-01
382,Cap,Anson,Adrian Constantine,Marshalltown,IA,USA,1852-04-17,R,R,227.0,72.0,1871-05-06
383,Eric,Anthony,Eric Todd,San Diego,CA,USA,1967-11-08,L,L,195.0,74.0,1989-07-28
384,Joe,Antolick,Joseph,Hokendauqua,PA,USA,1916-04-11,R,R,185.0,72.0,1944-09-20
385,Bill,Antonello,William James,Brooklyn,NY,USA,1927-05-19,R,R,185.0,71.0,1953-04-30
386,John,Antonelli,John Lawrence,Memphis,TN,USA,1915-07-15,R,R,165.0,70.0,1944-09-16
387,Johnny,Antonelli,John August,Rochester,NY,USA,1930-04-12,L,L,185.0,73.0,1948-07-04
388,Matt,Antonelli,Matthew Antonio,Peabody,MA,USA,1985-04-08,R,R,195.0,73.0,2008-09-01
389,Nori,Aoki,Norichika,Hyuga,Miyazaki,Japan,1982-01-05,L,R,180.0,69.0,2012-04-06
390,Luis,Aparicio,Luis Ernesto,Maracaibo,Zulia,Venezuela,1934-04-29,R,R,160.0,69.0,1956-04-17
391,Bob,Apodaca,Robert John,Los Angeles,CA,USA,1950-01-31,R,R,170.0,71.0,1973-09-18
392,Luis,Aponte,Luis Eduardo,El Tigre,Anzoategui,Venezuela,1953-06-14,R,R,185.0,72.0,1980-09-04
393,Kevin,Appier,Robert Kevin,Lancaster,CA,USA,1967-12-06,R,R,180.0,74.0,1989-06-04
394,Ed,Appleton,Edward Samuel,Arlington,TX,USA,1892-02-29,R,R,173.0,72.0,1915-04-16
395,Fred,Applegate,Frederick Romaine,Williamsport,PA,USA,1879-05-09,R,R,180.0,74.0,1904-09-30
396,Pete,Appleton,Peter William,Terryville,CT,USA,1904-05-20,R,R,180.0,71.0,1927-09-14
397,Luke,Appling,Lucius Benjamin,High Point,NC,USA,1907-04-02,R,R,183.0,70.0,1930-09-10
398,Greg,Aquino,Gregori Emilio,Puerto Palenque,San Cristobal,D.R.,1978-01-11,R,R,190.0,73.0,2004-07-02
399,Luis,Aquino,Luis Antonio,Santurce,,P.R.,1964-05-19,R,R,155.0,72.0,1986-08-08
400,Angel,Aragon,Angel,La Habana,La Habana,Cuba,1890-08-02,R,R,150.0,65.0,1914-08-20
401,Jack,Aragon,Angel Valdes,La Habana,La Habana,Cuba,1915-11-20,R,R,176.0,70.0,1941-08-13
402,Elvis,Araujo,Elvis Alejandro,Maracaibo,Zulia,Venezuela,1991-07-15,L,L,270.0,79.0,2015-05-05
403,Maurice,Archdeacon,Maurice John,St. Louis,MO,USA,1898-12-14,L,L,153.0,68.0,1923-09-17
404,Chris,Archer,Christopher Alan,Raleigh,NC,USA,1988-09-26,R,R,190.0,75.0,2012-06-20
405,Fred,Archer,Frederick Marvin,Johnson City,TN,USA,1910-03-07,L,L,193.0,72.0,1936-09-05
406,Jimmy,Archer,James Patrick,Dublin,Dublin,Ireland,1883-05-13,R,R,168.0,70.0,1904-09-06
407,Jim,Archer,James William,Max Meadows,VA,USA,1932-05-25,R,L,190.0,72.0,1961-04-30
408,George,Archie,George Albert,Nashville,TN,USA,1914-04-27,R,R,170.0,72.0,1938-09-14
409,Jose,Arcia,Jose Raimundo,La Habana,La Habana,Cuba,1943-08-22,R,R,170.0,75.0,1968-04-10
410,Oswaldo,Arcia,Oswaldo Celestino,Anaco,Anzoategui,Venezuela,1991-05-09,L,R,225.0,72.0,2013-04-15
411,Dan,Ardell,Daniel Miers,Seattle,WA,USA,1941-05-27,L,L,190.0,74.0,1961-09-14
412,Rugger,Ardizoia,Rinaldo Joseph,Oleggio,Novara,Italy,1919-11-20,R,R,180.0,71.0,1947-04-30
413,Joe,Ardner,Joseph A.,Mount Vernon,OH,USA,1858-02-27,R,R,160.0,,1884-05-01
414,Danny,Ardoin,Daniel Wayne,Mamou,LA,USA,1974-07-08,R,R,205.0,72.0,2000-08-02
415,Frank,Arellanes,Frank Julian,Santa Cruz,CA,USA,1882-01-28,R,R,180.0,72.0,1908-07-28
416,Nolan,Arenado,Nolan James,Newport Beach,CA,USA,1991-04-16,R,R,205.0,74.0,2013-04-28
417,J. P.,Arencibia,Jonathan Paul,Miami,FL,USA,1986-01-05,R,R,205.0,72.0,2010-08-07
418,Hank,Arft,Henry Irven,Manchester,MO,USA,1922-01-28,L,L,190.0,70.0,1948-07-27
419,Alex,Arias,Alejandro,New York,NY,USA,1967-11-20,R,R,185.0,75.0,1992-05-12
420,Alberto,Arias,Alberto A.,Santo Domingo,Distrito Nacional,D.R.,1983-10-14,R,R,155.0,71.0,2007-05-01
421,George,Arias,George Alberto,Tucson,AZ,USA,1972-03-12,R,R,190.0,71.0,1996-04-02
422,Joaquin,Arias,Joaquin,Santo Domingo,Distrito Nacional,D.R.,1984-09-21,R,R,165.0,73.0,2006-09-13
423,Rudy,Arias,Rodolfo,Las Villas,,Cuba,1931-06-06,L,L,165.0,70.0,1959-04-10
424,Buzz,Arlett,Russell Loris,Elmhurst,CA,USA,1899-01-03,B,R,225.0,75.0,1931-04-14
425,Don,Arlich,Donald Louis,Wayne,MI,USA,1943-02-15,L,L,185.0,74.0,1965-10-02
426,Steve,Arlin,Stephen Ralph,Seattle,WA,USA,1945-09-25,R,R,195.0,75.0,1969-06-17
427,Marcos,Armas,Marcos Rafael,Puerto Piritu,Anzoategui,Venezuela,1969-08-05,R,R,190.0,77.0,1993-05-25
428,Tony,Armas,Antonio Rafael,Puerto Piritu,Anzoategui,Venezuela,1953-07-02,R,R,182.0,71.0,1976-09-06
429,Tony,Armas,Antonio Jose,Puerto Piritu,Anzoategui,Venezuela,1978-04-29,R,R,205.0,76.0,1999-08-16
430,Charlie,Armbruster,Charles Anthony,Cincinnati,OH,USA,1880-08-30,R,R,180.0,69.0,1905-07-17
431,Ed,Armbrister,Edison Rosanda,Nassau,,Bahamas,1948-07-04,R,R,160.0,71.0,1973-08-31
432,Harry,Armbruster,Harry Gregory,Liverpool,OH,USA,1882-03-20,L,L,190.0,70.0,1906-04-30
433,Orville,Armbrust,Orville Martin,Beirne,AR,USA,1908-03-02,R,R,195.0,70.0,1934-09-18
434,Bill,Armour,William Reginald,Homestead,PA,USA,1869-09-03,,,,,
435,Robert,Armstrong,Robert,Baltimore,MD,USA,,,,160.0,74.0,1871-06-26
436,George,Armstrong,Noble George,Orange,NJ,USA,1924-06-03,R,R,190.0,70.0,1946-04-26
437,Howard,Armstrong,Howard Elmer,East Claridon,OH,USA,1889-12-02,R,R,165.0,69.0,1911-09-30
438,Jack,Armstrong,Jack William,Englewood,NJ,USA,1965-03-07,R,R,220.0,77.0,1988-06-21
439,Mike,Armstrong,Michael Dennis,Glen Cove,NY,USA,1954-03-07,R,R,193.0,75.0,1980-08-12
440,Shawn,Armstrong,Shawn Michael,New Bern,NC,USA,1990-09-11,R,R,225.0,74.0,2015-08-08
441,Harry,Arndt,Harry John,South Bend,IN,USA,1879-02-12,R,R,165.0,,1902-07-02
442,Larry,Arndt,Larry Wayne,Fremont,OH,USA,1963-02-25,R,R,195.0,73.0,1989-06-06
443,Billy,Arnold,Willis S.,Middletown,CT,USA,1851-03-02,,,,,1872-04-26
444,Chris,Arnold,Christopher Paul,Long Beach,CA,USA,1947-11-06,R,R,160.0,70.0,1971-09-07
445,Jamie,Arnold,James Lee,Dearborn,MI,USA,1974-03-24,R,R,190.0,74.0,1999-04-20
446,Scott,Arnold,Scott Gentry,Lexington,KY,USA,1962-08-18,R,R,210.0,74.0,1988-04-07
447,Tony,Arnold,Tony Dale,El Paso,TX,USA,1959-05-03,R,R,170.0,71.0,1986-08-09
448,Morrie,Arnovich,Morris,Superior,WI,USA,1910-11-16,R,R,168.0,70.0,1936-09-14
449,Brad,Arnsberg,Bradley James,Seattle,WA,USA,1963-08-20,R,R,205.0,76.0,1986-09-06
450,Orie,Arntzen,Orie Edgar,Beverly,IL,USA,1909-10-18,R,R,200.0,73.0,1943-04-20
451,Rene,Arocha,Rene,La Habana,La Habana,Cuba,1964-02-24,R,R,180.0,72.0,1993-04-09
452,Jonathan,Aro,Jonathan Arturo,La Vega,La Vega,D.R.,1990-10-10,R,R,235.0,72.0,2015-06-25
453,Jose,Arredondo,Jose Juan,San Pedro de Macoris,San Pedro de Macoris,D.R.,1984-03-12,R,R,190.0,72.0,2008-05-14
454,Jake,Arrieta,Jacob Joseph,Farmington,MO,USA,1986-03-06,R,R,225.0,76.0,2010-06-10
455,Gerry,Arrigo,Gerald William,Chicago,IL,USA,1941-06-12,L,L,185.0,73.0,1961-06-12
456,Rolando,Arrojo,Luis Rolando,Santa Clara,Villa Clara,Cuba,1968-07-18,R,R,215.0,76.0,1998-04-01
457,Bronson,Arroyo,Bronson Anthony,Key West,FL,USA,1977-02-24,R,R,185.0,75.0,2000-06-12
458,Fernando,Arroyo,Fernando,Sacramento,CA,USA,1952-03-21,R,R,180.0,74.0,1975-06-28
459,Luis,Arroyo,Luis Enrique,Penuelas,,P.R.,1927-02-18,L,L,178.0,68.0,1955-04-20
460,Rudy,Arroyo,Rudolph,New York,NY,USA,1950-06-19,L,L,195.0,74.0,1971-06-01
461,Erisbel,Arruebarrena,Barbaro Erisbel,Cienfuegos,Cienfuegos,Cuba,1990-03-25,R,R,230.0,73.0,2014-05-23
462,Harry,Arundel,Harry,Philadelphia,PA,USA,1855-02-08,,R,145.0,66.0,1875-07-19
463,Tug,Arundel,John Thomas,Auburn,NY,USA,1862-06-30,R,R,175.0,70.0,1882-05-23
464,Randy,Asadoor,Randall Carl,Fresno,CA,USA,1962-10-20,R,R,185.0,73.0,1986-09-14
465,Jim,Asbell,James Marion,Dallas,TX,USA,1914-06-22,R,R,195.0,72.0,1938-05-08
466,Casper,Asbjornson,Robert Anthony,Concord,MA,USA,1909-06-19,R,R,196.0,73.0,1928-09-17
467,Jose,Ascanio,Jose Eleazar,Maracay,Aragua,Venezuela,1985-05-02,R,R,195.0,71.0,2007-07-13
468,Cody,Asche,Cody James,St. Charles,MO,USA,1990-06-30,L,R,200.0,73.0,2013-07-30
469,Miguel,Asencio,Miguel,Villa Mella,Santo Domingo,D.R.,1980-09-29,R,R,190.0,74.0,2002-04-06
470,Richie,Ashburn,Don Richard,Tilden,NE,USA,1927-03-19,L,R,170.0,70.0,1948-04-20
471,Alan,Ashby,Alan Dean,Long Beach,CA,USA,1951-07-08,B,R,185.0,74.0,1973-07-03
472,Andy,Ashby,Andrew Jason,Kansas City,MO,USA,1967-07-11,R,R,180.0,73.0,1991-06-10
473,Alec,Asher,Alec Edward,Lakeland,FL,USA,1991-10-04,R,R,230.0,76.0,2015-08-30
474,Tucker,Ashford,Thomas Steven,Memphis,TN,USA,1954-12-04,R,R,195.0,73.0,1976-09-21
475,Ken,Ash,Kenneth Lowther,Anmoore,WV,USA,1901-09-16,R,R,165.0,71.0,1925-04-17
476,Billy,Ashley,Billy Manual,Trenton,MI,USA,1970-07-11,R,R,220.0,79.0,1992-09-01
477,Nevin,Ashley,Nevin Robert,Vincennes,IN,USA,1984-08-14,R,R,215.0,73.0,2015-09-09
478,Tom,Asmussen,Thomas William,Chicago,IL,USA,1878-09-26,,R,,71.0,1907-08-10
479,Bob,Aspromonte,Robert Thomas,Brooklyn,NY,USA,1938-06-19,R,R,170.0,74.0,1956-09-19
480,Ken,Aspromonte,Kenneth Joseph,Brooklyn,NY,USA,1931-09-22,R,R,180.0,72.0,1957-09-02
481,Brian,Asselstine,Brian Hanly,Santa Barbara,CA,USA,1953-09-23,L,R,175.0,73.0,1976-09-14
482,Paul,Assenmacher,Paul Andre,Detroit,MI,USA,1960-12-10,L,L,195.0,75.0,1986-04-12
483,Ezequiel,Astacio,Ezequiel F.,Hato Mayor del Rey,Hato Mayor,D.R.,1979-11-04,R,R,200.0,75.0,2005-05-03
484,Pedro,Astacio,Pedro Julio,Hato Mayor del Rey,Hato Mayor,D.R.,1968-11-28,R,R,174.0,74.0,1992-07-03
485,Joe,Astroth,Joseph Henry,East Alton,IL,USA,1922-09-01,R,R,187.0,69.0,1945-08-13
